Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_20_121,VPWR,li1,63.9400,68.0000,1.799979
FILLER_20_109,VPWR,li1,58.4200,68.0000,1.799981
FILLER_20_97,VPWR,li1,52.9000,68.0000,1.799983
FILLER_20_85,VPWR,li1,47.3800,68.0000,1.799985
FILLER_20_76,VPWR,li1,42.3200,68.0000,1.799987
FILLER_20_64,VPWR,li1,37.7200,68.0000,1.799989
FILLER_20_59,VPWR,li1,33.1200,68.0000,1.799991
FILLER_20_41,VPWR,li1,25.7600,68.0000,1.799994
FILLER_20_29,VPWR,li1,21.6200,68.0000,1.799995
FILLER_20_27,VPWR,li1,18.1700,68.0000,1.799995
FILLER_20_6,VPWR,li1,8.5100,68.0000,1.799995
FILLER_19_324,VPWR,li1,154.7900,62.5600,1.799846
FILLER_19_318,VPWR,li1,153.1800,62.5600,1.799846
FILLER_19_293,VPWR,li1,140.7600,62.5600,1.799846
FILLER_19_281,VPWR,li1,137.5400,62.5600,1.799846
FILLER_19_277,VPWR,li1,133.6300,62.5600,1.799846
FILLER_19_269,VPWR,li1,131.1000,62.5600,1.799847
FILLER_19_256,VPWR,li1,123.7400,62.5600,1.799849
FILLER_19_249,VPWR,li1,120.9800,62.5600,1.799851
FILLER_19_237,VPWR,li1,117.3000,62.5600,1.799854
FILLER_19_225,VPWR,li1,111.7800,62.5600,1.799860
FILLER_19_212,VPWR,li1,105.8000,62.5600,1.799864
FILLER_19_200,VPWR,li1,100.2800,62.5600,1.799870
FILLER_19_190,VPWR,li1,93.3800,62.5600,1.799878
FILLER_19_181,VPWR,li1,90.1600,62.5600,1.799882
FILLER_19_169,VPWR,li1,86.0200,62.5600,1.799886
FILLER_19_166,VPWR,li1,82.3400,62.5600,1.799889
FILLER_19_150,VPWR,li1,74.9800,62.5600,1.799898
FILLER_19_139,VPWR,li1,70.8400,62.5600,1.799903
FILLER_19_129,VPWR,li1,65.0900,62.5600,1.799912
FILLER_19_125,VPWR,li1,63.9400,62.5600,1.799912
FILLER_19_113,VPWR,li1,60.2600,62.5600,1.799918
FILLER_19_110,VPWR,li1,56.5800,62.5600,1.799923
FILLER_19_102,VPWR,li1,54.2800,62.5600,1.799927
FILLER_19_90,VPWR,li1,49.6800,62.5600,1.799934
FILLER_19_78,VPWR,li1,44.1600,62.5600,1.799944
FILLER_19_42,VPWR,li1,25.0700,62.5600,1.799975
FILLER_19_30,VPWR,li1,20.0100,62.5600,1.799982
FILLER_19_3,VPWR,li1,7.1300,62.5600,1.799981
FILLER_18_317,VPWR,li1,153.1800,62.5600,1.799846
FILLER_18_302,VPWR,li1,145.8200,62.5600,1.799846
FILLER_18_293,VPWR,li1,140.5300,62.5600,1.799846
FILLER_18_250,VPWR,li1,120.9800,62.5600,1.799851
FILLER_18_242,VPWR,li1,118.6800,62.5600,1.799854
FILLER_18_235,VPWR,li1,113.8500,62.5600,1.799858
FILLER_18_231,VPWR,li1,112.7000,62.5600,1.799858
FILLER_18_197,VPWR,li1,96.3700,62.5600,1.799874
FILLER_18_194,VPWR,li1,95.2200,62.5600,1.799874
FILLER_18_179,VPWR,li1,88.5500,62.5600,1.799882
FILLER_18_167,VPWR,li1,85.1000,62.5600,1.799886
FILLER_18_155,VPWR,li1,79.5800,62.5600,1.799893
FILLER_18_141,VPWR,li1,70.6100,62.5600,1.799903
FILLER_18_128,VPWR,li1,64.6300,62.5600,1.799912
FILLER_18_103,VPWR,li1,53.1300,62.5600,1.799931
FILLER_18_97,VPWR,li1,51.5200,62.5600,1.799931
FILLER_18_85,VPWR,li1,47.3800,62.5600,1.799938
FILLER_18_81,VPWR,li1,43.4700,62.5600,1.799944
FILLER_18_69,VPWR,li1,40.0200,62.5600,1.799950
FILLER_18_29,VPWR,li1,19.0900,62.5600,1.799982
FILLER_18_27,VPWR,li1,18.1700,62.5600,1.799982
FILLER_18_3,VPWR,li1,7.1300,62.5600,1.799981
FILLER_17_324,VPWR,li1,154.7900,57.1200,1.799923
FILLER_17_316,VPWR,li1,152.7200,57.1200,1.799923
FILLER_17_289,VPWR,li1,139.3800,57.1200,1.799924
FILLER_17_262,VPWR,li1,126.5000,57.1200,1.799925
FILLER_17_225,VPWR,li1,109.7100,57.1200,1.799930
FILLER_17_195,VPWR,li1,95.6800,57.1200,1.799935
FILLER_17_169,VPWR,li1,84.6400,57.1200,1.799941
FILLER_17_167,VPWR,li1,82.5700,57.1200,1.799943
FILLER_17_155,VPWR,li1,79.5800,57.1200,1.799944
FILLER_17_117,VPWR,li1,60.0300,57.1200,1.799957
FILLER_17_113,VPWR,li1,57.7300,57.1200,1.799958
FILLER_17_106,VPWR,li1,55.6600,57.1200,1.799960
FILLER_17_94,VPWR,li1,51.5200,57.1200,1.799963
FILLER_17_82,VPWR,li1,46.0000,57.1200,1.799967
FILLER_17_70,VPWR,li1,40.4800,57.1200,1.799972
FILLER_17_42,VPWR,li1,25.5300,57.1200,1.799984
FILLER_17_9,VPWR,li1,12.4200,57.1200,1.799988
FILLER_16_324,VPWR,li1,154.7900,57.1200,1.799923
FILLER_16_312,VPWR,li1,151.8000,57.1200,1.799923
FILLER_16_282,VPWR,li1,136.1600,57.1200,1.799924
FILLER_16_257,VPWR,li1,123.9700,57.1200,1.799926
FILLER_16_251,VPWR,li1,121.2100,57.1200,1.799926
FILLER_16_247,VPWR,li1,120.0600,57.1200,1.799926
FILLER_16_238,VPWR,li1,115.2300,57.1200,1.799928
FILLER_16_197,VPWR,li1,96.3700,57.1200,1.799935
FILLER_16_153,VPWR,li1,77.7400,57.1200,1.799945
FILLER_16_136,VPWR,li1,69.0000,57.1200,1.799950
FILLER_16_115,VPWR,li1,58.6500,57.1200,1.799958
FILLER_16_109,VPWR,li1,57.0400,57.1200,1.799960
FILLER_16_97,VPWR,li1,52.9000,57.1200,1.799963
FILLER_16_85,VPWR,li1,47.3800,57.1200,1.799967
FILLER_16_80,VPWR,li1,43.2400,57.1200,1.799969
FILLER_16_68,VPWR,li1,39.5600,57.1200,1.799972
FILLER_16_41,VPWR,li1,25.7600,57.1200,1.799984
FILLER_16_29,VPWR,li1,21.6200,57.1200,1.799988
FILLER_16_26,VPWR,li1,17.9400,57.1200,1.799988
FILLER_16_18,VPWR,li1,15.6400,57.1200,1.799988
FILLER_16_6,VPWR,li1,11.0400,57.1200,1.799988
FILLER_15_323,VPWR,li1,154.5600,51.6800,1.799922
FILLER_15_315,VPWR,li1,152.2600,51.6800,1.799922
FILLER_15_293,VPWR,li1,140.7600,51.6800,1.799923
FILLER_15_285,VPWR,li1,136.8500,51.6800,1.799923
FILLER_15_281,VPWR,li1,135.7000,51.6800,1.799923
FILLER_15_273,VPWR,li1,131.3300,51.6800,1.799923
FILLER_15_225,VPWR,li1,109.9400,51.6800,1.799925
FILLER_15_202,VPWR,li1,99.1300,51.6800,1.799928
FILLER_15_184,VPWR,li1,90.3900,51.6800,1.799932
FILLER_15_145,VPWR,li1,72.9100,51.6800,1.799942
FILLER_15_137,VPWR,li1,70.3800,51.6800,1.799944
FILLER_15_125,VPWR,li1,63.2500,51.6800,1.799949
FILLER_15_113,VPWR,li1,60.2600,51.6800,1.799951
FILLER_15_111,VPWR,li1,56.8100,51.6800,1.799956
FILLER_15_105,VPWR,li1,55.2000,51.6800,1.799956
FILLER_15_93,VPWR,li1,51.0600,51.6800,1.799960
FILLER_15_81,VPWR,li1,45.5400,51.6800,1.799967
FILLER_15_69,VPWR,li1,40.0200,51.6800,1.799971
FILLER_15_57,VPWR,li1,34.5000,51.6800,1.799976
FILLER_15_55,VPWR,li1,31.0500,51.6800,1.799979
FILLER_15_43,VPWR,li1,28.0600,51.6800,1.799983
FILLER_15_18,VPWR,li1,14.7200,51.6800,1.799989
FILLER_15_14,VPWR,li1,12.1900,51.6800,1.799989
FILLER_15_6,VPWR,li1,10.1200,51.6800,1.799989
FILLER_14_321,VPWR,li1,154.1000,51.6800,1.799922
FILLER_14_309,VPWR,li1,150.4200,51.6800,1.799922
FILLER_14_296,VPWR,li1,144.4400,51.6800,1.799922
FILLER_14_286,VPWR,li1,137.7700,51.6800,1.799923
FILLER_14_278,VPWR,li1,133.8600,51.6800,1.799923
FILLER_14_270,VPWR,li1,131.5600,51.6800,1.799923
FILLER_14_264,VPWR,li1,127.1900,51.6800,1.799923
FILLER_14_260,VPWR,li1,126.0400,51.6800,1.799924
FILLER_14_242,VPWR,li1,117.3000,51.6800,1.799924
FILLER_14_230,VPWR,li1,112.0100,51.6800,1.799925
FILLER_14_197,VPWR,li1,97.5200,51.6800,1.799928
FILLER_14_195,VPWR,li1,95.4500,51.6800,1.799929
FILLER_14_189,VPWR,li1,93.8400,51.6800,1.799930
FILLER_14_157,VPWR,li1,77.9700,51.6800,1.799938
FILLER_14_149,VPWR,li1,75.9000,51.6800,1.799940
FILLER_14_138,VPWR,li1,69.4600,51.6800,1.799944
FILLER_14_130,VPWR,li1,67.1600,51.6800,1.799945
FILLER_14_121,VPWR,li1,62.5600,51.6800,1.799949
FILLER_14_109,VPWR,li1,58.4200,51.6800,1.799954
FILLER_14_97,VPWR,li1,52.9000,51.6800,1.799958
FILLER_14_85,VPWR,li1,47.3800,51.6800,1.799964
FILLER_14_83,VPWR,li1,43.9300,51.6800,1.799969
FILLER_14_77,VPWR,li1,42.3200,51.6800,1.799969
FILLER_14_65,VPWR,li1,38.1800,51.6800,1.799973
FILLER_14_53,VPWR,li1,32.6600,51.6800,1.799979
FILLER_14_41,VPWR,li1,27.1400,51.6800,1.799983
FILLER_14_29,VPWR,li1,21.6200,51.6800,1.799990
FILLER_14_3,VPWR,li1,7.3600,51.6800,1.799989
FILLER_13_324,VPWR,li1,154.7900,46.2400,1.799981
FILLER_13_318,VPWR,li1,153.1800,46.2400,1.799981
FILLER_13_306,VPWR,li1,149.0400,46.2400,1.799981
FILLER_13_294,VPWR,li1,143.5200,46.2400,1.799981
FILLER_13_285,VPWR,li1,136.8500,46.2400,1.799981
FILLER_13_281,VPWR,li1,135.7000,46.2400,1.799981
FILLER_13_277,VPWR,li1,133.6300,46.2400,1.799981
FILLER_13_269,VPWR,li1,129.4900,46.2400,1.799981
FILLER_13_261,VPWR,li1,127.4200,46.2400,1.799982
FILLER_13_249,VPWR,li1,122.8200,46.2400,1.799982
FILLER_13_237,VPWR,li1,117.3000,46.2400,1.799982
FILLER_13_225,VPWR,li1,111.7800,46.2400,1.799983
FILLER_13_222,VPWR,li1,108.1000,46.2400,1.799983
FILLER_13_214,VPWR,li1,105.8000,46.2400,1.799983
FILLER_13_202,VPWR,li1,101.2000,46.2400,1.799984
FILLER_13_192,VPWR,li1,94.5300,46.2400,1.799984
FILLER_13_180,VPWR,li1,88.5500,46.2400,1.799985
FILLER_13_169,VPWR,li1,83.7200,46.2400,1.799985
FILLER_13_138,VPWR,li1,69.2300,46.2400,1.799987
FILLER_13_117,VPWR,li1,59.5700,46.2400,1.799988
FILLER_13_113,VPWR,li1,58.4200,46.2400,1.799989
FILLER_13_111,VPWR,li1,56.8100,46.2400,1.799989
FILLER_13_105,VPWR,li1,55.2000,46.2400,1.799989
FILLER_13_93,VPWR,li1,51.0600,46.2400,1.799990
FILLER_13_81,VPWR,li1,45.5400,46.2400,1.799991
FILLER_13_69,VPWR,li1,40.0200,46.2400,1.799992
FILLER_13_57,VPWR,li1,34.5000,46.2400,1.799993
FILLER_13_55,VPWR,li1,31.0500,46.2400,1.799995
FILLER_13_49,VPWR,li1,29.4400,46.2400,1.799995
FILLER_13_37,VPWR,li1,25.3000,46.2400,1.799995
FILLER_13_6,VPWR,li1,10.1200,46.2400,1.799995
FILLER_12_321,VPWR,li1,154.1000,46.2400,1.799981
FILLER_12_309,VPWR,li1,150.4200,46.2400,1.799981
FILLER_12_305,VPWR,li1,146.5100,46.2400,1.799981
FILLER_12_279,VPWR,li1,134.3200,46.2400,1.799981
FILLER_12_265,VPWR,li1,128.8000,46.2400,1.799981
FILLER_12_253,VPWR,li1,123.2800,46.2400,1.799982
FILLER_12_250,VPWR,li1,120.9800,46.2400,1.799982
FILLER_12_242,VPWR,li1,118.6800,46.2400,1.799982
FILLER_12_237,VPWR,li1,115.0000,46.2400,1.799983
FILLER_12_225,VPWR,li1,111.7800,46.2400,1.799983
FILLER_12_216,VPWR,li1,105.1100,46.2400,1.799983
FILLER_12_212,VPWR,li1,103.9600,46.2400,1.799983
FILLER_12_197,VPWR,li1,97.0600,46.2400,1.799984
FILLER_12_193,VPWR,li1,94.9900,46.2400,1.799984
FILLER_12_185,VPWR,li1,92.4600,46.2400,1.799984
FILLER_12_173,VPWR,li1,87.8600,46.2400,1.799985
FILLER_12_161,VPWR,li1,82.3400,46.2400,1.799985
FILLER_12_144,VPWR,li1,72.2200,46.2400,1.799987
FILLER_12_138,VPWR,li1,69.4600,46.2400,1.799987
FILLER_12_121,VPWR,li1,63.0200,46.2400,1.799988
FILLER_12_109,VPWR,li1,58.4200,46.2400,1.799989
FILLER_12_97,VPWR,li1,52.9000,46.2400,1.799990
FILLER_12_85,VPWR,li1,47.3800,46.2400,1.799991
FILLER_12_81,VPWR,li1,43.4700,46.2400,1.799992
FILLER_12_73,VPWR,li1,40.9400,46.2400,1.799992
FILLER_12_61,VPWR,li1,36.3400,46.2400,1.799993
FILLER_12_49,VPWR,li1,30.8200,46.2400,1.799995
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799995
FILLER_12_3,VPWR,li1,7.1300,46.2400,1.799995
FILLER_11_323,VPWR,li1,154.5600,40.8000,1.799962
FILLER_11_315,VPWR,li1,152.2600,40.8000,1.799962
FILLER_11_303,VPWR,li1,147.6600,40.8000,1.799962
FILLER_11_275,VPWR,li1,132.4800,40.8000,1.799963
FILLER_11_221,VPWR,li1,107.8700,40.8000,1.799966
FILLER_11_193,VPWR,li1,94.7600,40.8000,1.799970
FILLER_11_181,VPWR,li1,91.5400,40.8000,1.799971
FILLER_11_169,VPWR,li1,86.0200,40.8000,1.799972
FILLER_11_167,VPWR,li1,82.5700,40.8000,1.799974
FILLER_11_161,VPWR,li1,80.9600,40.8000,1.799974
FILLER_11_149,VPWR,li1,76.8200,40.8000,1.799975
FILLER_11_125,VPWR,li1,63.2500,40.8000,1.799979
FILLER_11_113,VPWR,li1,60.2600,40.8000,1.799981
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799983
FILLER_11_105,VPWR,li1,55.2000,40.8000,1.799983
FILLER_11_93,VPWR,li1,51.0600,40.8000,1.799984
FILLER_11_81,VPWR,li1,45.5400,40.8000,1.799987
FILLER_11_69,VPWR,li1,40.0200,40.8000,1.799988
FILLER_11_57,VPWR,li1,34.5000,40.8000,1.799991
FILLER_11_44,VPWR,li1,28.5200,40.8000,1.799993
FILLER_11_32,VPWR,li1,23.0000,40.8000,1.799995
FILLER_11_6,VPWR,li1,8.9700,40.8000,1.799995
FILLER_10_321,VPWR,li1,154.1000,40.8000,1.799962
FILLER_10_309,VPWR,li1,150.4200,40.8000,1.799962
FILLER_10_307,VPWR,li1,146.9700,40.8000,1.799962
FILLER_10_299,VPWR,li1,144.9000,40.8000,1.799962
FILLER_10_250,VPWR,li1,120.9800,40.8000,1.799964
FILLER_10_240,VPWR,li1,116.1500,40.8000,1.799965
FILLER_10_181,VPWR,li1,90.1600,40.8000,1.799971
FILLER_10_138,VPWR,li1,69.4600,40.8000,1.799977
FILLER_10_109,VPWR,li1,57.5000,40.8000,1.799982
FILLER_10_97,VPWR,li1,52.9000,40.8000,1.799983
FILLER_10_85,VPWR,li1,47.3800,40.8000,1.799986
FILLER_10_83,VPWR,li1,43.9300,40.8000,1.799988
FILLER_10_77,VPWR,li1,42.3200,40.8000,1.799988
FILLER_10_65,VPWR,li1,38.1800,40.8000,1.799989
FILLER_10_53,VPWR,li1,32.6600,40.8000,1.799992
FILLER_10_41,VPWR,li1,27.1400,40.8000,1.799993
FILLER_10_29,VPWR,li1,21.6200,40.8000,1.799995
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799995
FILLER_10_15,VPWR,li1,15.1800,40.8000,1.799995
FILLER_10_3,VPWR,li1,9.6600,40.8000,1.799995
FILLER_9_324,VPWR,li1,154.7900,35.3600,1.799969
FILLER_9_316,VPWR,li1,152.7200,35.3600,1.799969
FILLER_9_304,VPWR,li1,148.1200,35.3600,1.799969
FILLER_9_292,VPWR,li1,142.6000,35.3600,1.799969
FILLER_9_279,VPWR,li1,134.0900,35.3600,1.799969
FILLER_9_221,VPWR,li1,107.8700,35.3600,1.799971
FILLER_9_187,VPWR,li1,92.0000,35.3600,1.799973
FILLER_9_169,VPWR,li1,83.4900,35.3600,1.799975
FILLER_9_147,VPWR,li1,73.3700,35.3600,1.799978
FILLER_9_125,VPWR,li1,63.4800,35.3600,1.799981
FILLER_9_113,VPWR,li1,60.2600,35.3600,1.799982
FILLER_9_111,VPWR,li1,56.8100,35.3600,1.799984
FILLER_9_105,VPWR,li1,55.2000,35.3600,1.799984
FILLER_9_93,VPWR,li1,51.0600,35.3600,1.799985
FILLER_9_81,VPWR,li1,45.5400,35.3600,1.799988
FILLER_9_69,VPWR,li1,40.0200,35.3600,1.799989
FILLER_9_57,VPWR,li1,34.5000,35.3600,1.799991
FILLER_9_55,VPWR,li1,31.0500,35.3600,1.799993
FILLER_9_51,VPWR,li1,29.9000,35.3600,1.799993
FILLER_9_39,VPWR,li1,26.2200,35.3600,1.799994
FILLER_9_27,VPWR,li1,20.7000,35.3600,1.799996
FILLER_9_15,VPWR,li1,15.1800,35.3600,1.799996
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799996
FILLER_8_321,VPWR,li1,154.1000,35.3600,1.799969
FILLER_8_309,VPWR,li1,150.4200,35.3600,1.799969
FILLER_8_305,VPWR,li1,146.5100,35.3600,1.799969
FILLER_8_293,VPWR,li1,143.0600,35.3600,1.799969
FILLER_8_281,VPWR,li1,137.5400,35.3600,1.799969
FILLER_8_269,VPWR,li1,132.0200,35.3600,1.799969
FILLER_8_249,VPWR,li1,120.7500,35.3600,1.799970
FILLER_8_234,VPWR,li1,115.9200,35.3600,1.799970
FILLER_8_222,VPWR,li1,110.4000,35.3600,1.799971
FILLER_8_197,VPWR,li1,96.3700,35.3600,1.799973
FILLER_8_194,VPWR,li1,95.2200,35.3600,1.799973
FILLER_8_186,VPWR,li1,92.9200,35.3600,1.799973
FILLER_8_158,VPWR,li1,78.4300,35.3600,1.799976
FILLER_8_133,VPWR,li1,66.9300,35.3600,1.799980
FILLER_8_121,VPWR,li1,63.9400,35.3600,1.799981
FILLER_8_109,VPWR,li1,58.4200,35.3600,1.799983
FILLER_8_97,VPWR,li1,52.9000,35.3600,1.799985
FILLER_8_85,VPWR,li1,47.3800,35.3600,1.799987
FILLER_8_83,VPWR,li1,43.9300,35.3600,1.799989
FILLER_8_77,VPWR,li1,42.3200,35.3600,1.799989
FILLER_8_65,VPWR,li1,38.1800,35.3600,1.799990
FILLER_8_53,VPWR,li1,32.6600,35.3600,1.799992
FILLER_8_41,VPWR,li1,27.1400,35.3600,1.799994
FILLER_8_29,VPWR,li1,21.6200,35.3600,1.799996
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799996
FILLER_8_15,VPWR,li1,15.1800,35.3600,1.799996
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799996
FILLER_7_313,VPWR,li1,152.2600,29.9200,1.799989
FILLER_7_301,VPWR,li1,146.7400,29.9200,1.799989
FILLER_7_289,VPWR,li1,141.2200,29.9200,1.799989
FILLER_7_272,VPWR,li1,132.4800,29.9200,1.799989
FILLER_7_262,VPWR,li1,126.7300,29.9200,1.799990
FILLER_7_254,VPWR,li1,124.2000,29.9200,1.799990
FILLER_7_234,VPWR,li1,115.9200,29.9200,1.799990
FILLER_7_225,VPWR,li1,109.2500,29.9200,1.799991
FILLER_7_212,VPWR,li1,105.8000,29.9200,1.799991
FILLER_7_195,VPWR,li1,97.9800,29.9200,1.799991
FILLER_7_184,VPWR,li1,90.8500,29.9200,1.799992
FILLER_7_175,VPWR,li1,86.2500,29.9200,1.799992
FILLER_7_169,VPWR,li1,84.6400,29.9200,1.799992
FILLER_7_166,VPWR,li1,82.3400,29.9200,1.799992
FILLER_7_158,VPWR,li1,80.0400,29.9200,1.799992
FILLER_7_149,VPWR,li1,74.5200,29.9200,1.799993
FILLER_7_125,VPWR,li1,63.9400,29.9200,1.799994
FILLER_7_113,VPWR,li1,60.2600,29.9200,1.799994
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.799995
FILLER_7_105,VPWR,li1,55.2000,29.9200,1.799995
FILLER_7_93,VPWR,li1,51.0600,29.9200,1.799995
FILLER_7_81,VPWR,li1,45.5400,29.9200,1.799996
FILLER_7_69,VPWR,li1,40.0200,29.9200,1.799996
FILLER_7_57,VPWR,li1,34.5000,29.9200,1.799997
FILLER_7_55,VPWR,li1,31.0500,29.9200,1.799998
FILLER_7_51,VPWR,li1,29.9000,29.9200,1.799998
FILLER_7_39,VPWR,li1,26.2200,29.9200,1.799998
FILLER_7_27,VPWR,li1,20.7000,29.9200,1.799999
FILLER_7_15,VPWR,li1,15.1800,29.9200,1.799999
FILLER_7_3,VPWR,li1,9.6600,29.9200,1.799999
FILLER_6_321,VPWR,li1,154.1000,29.9200,1.799989
FILLER_6_309,VPWR,li1,150.4200,29.9200,1.799989
FILLER_6_304,VPWR,li1,146.2800,29.9200,1.799989
FILLER_6_292,VPWR,li1,142.6000,29.9200,1.799989
FILLER_6_265,VPWR,li1,127.6500,29.9200,1.799990
FILLER_6_261,VPWR,li1,126.5000,29.9200,1.799990
FILLER_6_250,VPWR,li1,120.9800,29.9200,1.799990
FILLER_6_242,VPWR,li1,118.6800,29.9200,1.799990
FILLER_6_230,VPWR,li1,114.0800,29.9200,1.799990
FILLER_6_218,VPWR,li1,108.5600,29.9200,1.799991
FILLER_6_205,VPWR,li1,101.2000,29.9200,1.799991
FILLER_6_193,VPWR,li1,94.9900,29.9200,1.799992
FILLER_6_177,VPWR,li1,88.7800,29.9200,1.799992
FILLER_6_165,VPWR,li1,84.1800,29.9200,1.799992
FILLER_6_153,VPWR,li1,78.6600,29.9200,1.799992
FILLER_6_141,VPWR,li1,73.1400,29.9200,1.799993
FILLER_6_139,VPWR,li1,69.6900,29.9200,1.799993
FILLER_6_133,VPWR,li1,68.0800,29.9200,1.799993
FILLER_6_121,VPWR,li1,63.9400,29.9200,1.799994
FILLER_6_109,VPWR,li1,58.4200,29.9200,1.799994
FILLER_6_97,VPWR,li1,52.9000,29.9200,1.799995
FILLER_6_85,VPWR,li1,47.3800,29.9200,1.799996
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.799996
FILLER_6_77,VPWR,li1,42.3200,29.9200,1.799996
FILLER_6_65,VPWR,li1,38.1800,29.9200,1.799997
FILLER_6_53,VPWR,li1,32.6600,29.9200,1.799997
FILLER_6_41,VPWR,li1,27.1400,29.9200,1.799998
FILLER_6_29,VPWR,li1,21.6200,29.9200,1.799999
FILLER_6_27,VPWR,li1,18.1700,29.9200,1.799999
FILLER_6_15,VPWR,li1,15.1800,29.9200,1.799999
FILLER_6_3,VPWR,li1,9.6600,29.9200,1.799999
FILLER_5_313,VPWR,li1,152.2600,24.4800,1.799972
FILLER_5_301,VPWR,li1,146.7400,24.4800,1.799972
FILLER_5_264,VPWR,li1,127.4200,24.4800,1.799972
FILLER_5_254,VPWR,li1,122.5900,24.4800,1.799973
FILLER_5_250,VPWR,li1,121.4400,24.4800,1.799973
FILLER_5_222,VPWR,li1,108.1000,24.4800,1.799975
FILLER_5_203,VPWR,li1,99.3600,24.4800,1.799976
FILLER_5_167,VPWR,li1,82.5700,24.4800,1.799980
FILLER_5_161,VPWR,li1,80.9600,24.4800,1.799980
FILLER_5_149,VPWR,li1,76.8200,24.4800,1.799981
FILLER_5_137,VPWR,li1,71.3000,24.4800,1.799982
FILLER_5_125,VPWR,li1,65.7800,24.4800,1.799984
FILLER_5_113,VPWR,li1,60.2600,24.4800,1.799985
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.799987
FILLER_5_105,VPWR,li1,55.2000,24.4800,1.799987
FILLER_5_93,VPWR,li1,51.0600,24.4800,1.799988
FILLER_5_81,VPWR,li1,45.5400,24.4800,1.799990
FILLER_5_69,VPWR,li1,40.0200,24.4800,1.799991
FILLER_5_57,VPWR,li1,34.5000,24.4800,1.799993
FILLER_5_55,VPWR,li1,31.0500,24.4800,1.799994
FILLER_5_51,VPWR,li1,29.9000,24.4800,1.799994
FILLER_5_39,VPWR,li1,26.2200,24.4800,1.799995
FILLER_5_27,VPWR,li1,20.7000,24.4800,1.799997
FILLER_5_15,VPWR,li1,15.1800,24.4800,1.799997
FILLER_5_3,VPWR,li1,9.6600,24.4800,1.799997
FILLER_4_321,VPWR,li1,154.1000,24.4800,1.799972
FILLER_4_309,VPWR,li1,150.4200,24.4800,1.799972
FILLER_4_304,VPWR,li1,146.2800,24.4800,1.799972
FILLER_4_292,VPWR,li1,142.6000,24.4800,1.799972
FILLER_4_277,VPWR,li1,133.1700,24.4800,1.799972
FILLER_4_273,VPWR,li1,132.0200,24.4800,1.799972
FILLER_4_250,VPWR,li1,120.9800,24.4800,1.799973
FILLER_4_239,VPWR,li1,115.9200,24.4800,1.799974
FILLER_4_197,VPWR,li1,97.0600,24.4800,1.799976
FILLER_4_193,VPWR,li1,94.9900,24.4800,1.799977
FILLER_4_141,VPWR,li1,71.0700,24.4800,1.799982
FILLER_4_139,VPWR,li1,69.6900,24.4800,1.799983
FILLER_4_133,VPWR,li1,68.0800,24.4800,1.799983
FILLER_4_121,VPWR,li1,63.9400,24.4800,1.799984
FILLER_4_109,VPWR,li1,58.4200,24.4800,1.799986
FILLER_4_97,VPWR,li1,52.9000,24.4800,1.799988
FILLER_4_85,VPWR,li1,47.3800,24.4800,1.799989
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.799991
FILLER_4_77,VPWR,li1,42.3200,24.4800,1.799991
FILLER_4_65,VPWR,li1,38.1800,24.4800,1.799992
FILLER_4_53,VPWR,li1,32.6600,24.4800,1.799994
FILLER_4_41,VPWR,li1,27.1400,24.4800,1.799995
FILLER_4_29,VPWR,li1,21.6200,24.4800,1.799997
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799997
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.799997
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.799997
FILLER_3_317,VPWR,li1,153.1800,19.0400,1.799961
FILLER_3_305,VPWR,li1,148.5800,19.0400,1.799961
FILLER_3_293,VPWR,li1,143.0600,19.0400,1.799961
FILLER_3_281,VPWR,li1,137.5400,19.0400,1.799961
FILLER_3_279,VPWR,li1,134.0900,19.0400,1.799961
FILLER_3_231,VPWR,li1,112.2400,19.0400,1.799962
FILLER_3_222,VPWR,li1,108.1000,19.0400,1.799962
FILLER_3_192,VPWR,li1,94.3000,19.0400,1.799966
FILLER_3_167,VPWR,li1,82.5700,19.0400,1.799970
FILLER_3_149,VPWR,li1,75.4400,19.0400,1.799973
FILLER_3_137,VPWR,li1,71.3000,19.0400,1.799975
FILLER_3_125,VPWR,li1,65.7800,19.0400,1.799977
FILLER_3_113,VPWR,li1,60.2600,19.0400,1.799979
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799981
FILLER_3_105,VPWR,li1,55.2000,19.0400,1.799981
FILLER_3_93,VPWR,li1,51.0600,19.0400,1.799983
FILLER_3_81,VPWR,li1,45.5400,19.0400,1.799986
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.799988
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.799990
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799992
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.799992
